,node,port,wire
7034,sky130_fd_sc_hd__buf_1 U7329,"['A', 'X']","['n1862', 'n1892']"
7035,sky130_fd_sc_hd__o21a_2 U733,"['A1', 'A2', 'B1', 'X']","['n2502', 'n2797', 'n2807', 'n7669']"
7036,sky130_fd_sc_hd__mux2_2 U7330,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][24]', 'n1689', 'n1892', 'n1893']"
7037,sky130_fd_sc_hd__buf_1 U7331,"['A', 'X']","['n1893', 'n1341']"
7038,sky130_fd_sc_hd__mux2_2 U7332,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][25]', 'n1692', 'n1892', 'n1894']"
7039,sky130_fd_sc_hd__buf_1 U7333,"['A', 'X']","['n1894', 'n1342']"
7040,sky130_fd_sc_hd__mux2_2 U7334,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][26]', 'n1694', 'n1892', 'n1895']"
7041,sky130_fd_sc_hd__buf_1 U7335,"['A', 'X']","['n1895', 'n1343']"
7042,sky130_fd_sc_hd__mux2_2 U7336,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][27]', 'n1696', 'n1892', 'n1896']"
7043,sky130_fd_sc_hd__buf_1 U7337,"['A', 'X']","['n1896', 'n1344']"
7044,sky130_fd_sc_hd__mux2_2 U7338,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][28]', 'n1698', 'n1892', 'n1897']"
7045,sky130_fd_sc_hd__buf_1 U7339,"['A', 'X']","['n1897', 'n1345']"
7046,sky130_fd_sc_hd__or2b_2 U734,"['A', 'B_N', 'X']","['n2800', 'n2801', 'n2808']"
7047,sky130_fd_sc_hd__mux2_2 U7340,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][29]', 'n1700', 'n1892', 'n1898']"
7048,sky130_fd_sc_hd__buf_1 U7341,"['A', 'X']","['n1898', 'n1346']"
7049,sky130_fd_sc_hd__mux2_2 U7342,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][30]', 'n1702', 'n1863', 'n1899']"
7050,sky130_fd_sc_hd__buf_1 U7343,"['A', 'X']","['n1899', 'n1347']"
7051,sky130_fd_sc_hd__mux2_2 U7344,"['A0', 'A1', 'S', 'X']","['\\cpuregs[7][31]', 'n1704', 'n1863', 'n1900']"
7052,sky130_fd_sc_hd__buf_1 U7345,"['A', 'X']","['n1900', 'n1348']"
7053,sky130_fd_sc_hd__or2_2 U7346,"['A', 'B', 'X']","['n5275', 'n5120', 'n1901']"
7054,sky130_fd_sc_hd__buf_1 U7347,"['A', 'X']","['n1901', 'n1902']"
7055,sky130_fd_sc_hd__buf_1 U7348,"['A', 'X']","['n1902', 'n1903']"
7056,sky130_fd_sc_hd__mux2_2 U7349,"['A0', 'A1', 'S', 'X']","['n7545', '\\cpuregs[8][0]', 'n1903', 'n1904']"
7057,sky130_fd_sc_hd__xnor2_2 U735,"['A', 'B', 'Y']","['\\reg_pc[31]', '\\decoded_imm[31]', 'n2809']"
7058,sky130_fd_sc_hd__buf_1 U7350,"['A', 'X']","['n1904', 'n1349']"
7059,sky130_fd_sc_hd__mux2_2 U7351,"['A0', 'A1', 'S', 'X']","['n7550', '\\cpuregs[8][1]', 'n1903', 'n1905']"
7060,sky130_fd_sc_hd__buf_1 U7352,"['A', 'X']","['n1905', 'n1350']"
7061,sky130_fd_sc_hd__mux2_2 U7353,"['A0', 'A1', 'S', 'X']","['n7552', '\\cpuregs[8][2]', 'n1903', 'n1906']"
7062,sky130_fd_sc_hd__buf_1 U7354,"['A', 'X']","['n1906', 'n1351']"
7063,sky130_fd_sc_hd__mux2_2 U7355,"['A0', 'A1', 'S', 'X']","['n7554', '\\cpuregs[8][3]', 'n1903', 'n1907']"
7064,sky130_fd_sc_hd__buf_1 U7356,"['A', 'X']","['n1907', 'n1352']"
7065,sky130_fd_sc_hd__mux2_2 U7357,"['A0', 'A1', 'S', 'X']","['n7556', '\\cpuregs[8][4]', 'n1903', 'n1908']"
7066,sky130_fd_sc_hd__buf_1 U7358,"['A', 'X']","['n1908', 'n1353']"
7067,sky130_fd_sc_hd__mux2_2 U7359,"['A0', 'A1', 'S', 'X']","['n7558', '\\cpuregs[8][5]', 'n1903', 'n1909']"
7068,sky130_fd_sc_hd__a21oi_2 U736,"['A1', 'A2', 'B1', 'Y']","['n2798', 'n2808', 'n2809', 'n2810']"
7069,sky130_fd_sc_hd__buf_1 U7360,"['A', 'X']","['n1909', 'n1354']"
7070,sky130_fd_sc_hd__buf_1 U7361,"['A', 'X']","['n1902', 'n1910']"
7071,sky130_fd_sc_hd__mux2_2 U7362,"['A0', 'A1', 'S', 'X']","['n7560', '\\cpuregs[8][6]', 'n1910', 'n1911']"
7072,sky130_fd_sc_hd__buf_1 U7363,"['A', 'X']","['n1911', 'n1355']"
7073,sky130_fd_sc_hd__mux2_2 U7364,"['A0', 'A1', 'S', 'X']","['n7563', '\\cpuregs[8][7]', 'n1910', 'n1912']"
7074,sky130_fd_sc_hd__buf_1 U7365,"['A', 'X']","['n1912', 'n1356']"
7075,sky130_fd_sc_hd__mux2_2 U7366,"['A0', 'A1', 'S', 'X']","['n7565', '\\cpuregs[8][8]', 'n1910', 'n1913']"
7076,sky130_fd_sc_hd__buf_1 U7367,"['A', 'X']","['n1913', 'n1357']"
7077,sky130_fd_sc_hd__mux2_2 U7368,"['A0', 'A1', 'S', 'X']","['n7567', '\\cpuregs[8][9]', 'n1910', 'n1914']"
7078,sky130_fd_sc_hd__buf_1 U7369,"['A', 'X']","['n1914', 'n1358']"
7079,sky130_fd_sc_hd__a31o_2 U737,"['A1', 'A2', 'A3', 'B1', 'X']","['n2798', 'n2808', 'n2809', 'n2495', 'n2811']"
7080,sky130_fd_sc_hd__mux2_2 U7370,"['A0', 'A1', 'S', 'X']","['n7569', '\\cpuregs[8][10]', 'n1910', 'n1915']"
7081,sky130_fd_sc_hd__buf_1 U7371,"['A', 'X']","['n1915', 'n1359']"
7082,sky130_fd_sc_hd__mux2_2 U7372,"['A0', 'A1', 'S', 'X']","['n7571', '\\cpuregs[8][11]', 'n1910', 'n1916']"
7083,sky130_fd_sc_hd__buf_1 U7373,"['A', 'X']","['n1916', 'n1360']"
7084,sky130_fd_sc_hd__buf_1 U7374,"['A', 'X']","['n1902', 'n1917']"
7085,sky130_fd_sc_hd__mux2_2 U7375,"['A0', 'A1', 'S', 'X']","['n7573', '\\cpuregs[8][12]', 'n1917', 'n1918']"
7086,sky130_fd_sc_hd__buf_1 U7376,"['A', 'X']","['n1918', 'n1361']"
7087,sky130_fd_sc_hd__mux2_2 U7377,"['A0', 'A1', 'S', 'X']","['n7576', '\\cpuregs[8][13]', 'n1917', 'n1919']"
7088,sky130_fd_sc_hd__buf_1 U7378,"['A', 'X']","['n1919', 'n1362']"
7089,sky130_fd_sc_hd__mux2_2 U7379,"['A0', 'A1', 'S', 'X']","['n7578', '\\cpuregs[8][14]', 'n1917', 'n1920']"
7090,sky130_fd_sc_hd__inv_2 U738,"['A', 'Y']","['pcpi_rs1[31]', 'n2812']"
7091,sky130_fd_sc_hd__buf_1 U7380,"['A', 'X']","['n1920', 'n1363']"
7092,sky130_fd_sc_hd__mux2_2 U7381,"['A0', 'A1', 'S', 'X']","['n7580', '\\cpuregs[8][15]', 'n1917', 'n1921']"
7093,sky130_fd_sc_hd__buf_1 U7382,"['A', 'X']","['n1921', 'n1364']"
7094,sky130_fd_sc_hd__mux2_2 U7383,"['A0', 'A1', 'S', 'X']","['n7582', '\\cpuregs[8][16]', 'n1917', 'n1922']"
7095,sky130_fd_sc_hd__buf_1 U7384,"['A', 'X']","['n1922', 'n1365']"
7096,sky130_fd_sc_hd__mux2_2 U7385,"['A0', 'A1', 'S', 'X']","['n7584', '\\cpuregs[8][17]', 'n1917', 'n1923']"
7097,sky130_fd_sc_hd__buf_1 U7386,"['A', 'X']","['n1923', 'n1366']"
7098,sky130_fd_sc_hd__buf_1 U7387,"['A', 'X']","['n1902', 'n1924']"
7099,sky130_fd_sc_hd__mux2_2 U7388,"['A0', 'A1', 'S', 'X']","['n7586', '\\cpuregs[8][18]', 'n1924', 'n1925']"
7100,sky130_fd_sc_hd__buf_1 U7389,"['A', 'X']","['n1925', 'n1367']"
7101,sky130_fd_sc_hd__buf_1 U739,"['A', 'X']","['n2583', 'n2813']"
7102,sky130_fd_sc_hd__mux2_2 U7390,"['A0', 'A1', 'S', 'X']","['n7589', '\\cpuregs[8][19]', 'n1924', 'n1926']"
7103,sky130_fd_sc_hd__buf_1 U7391,"['A', 'X']","['n1926', 'n1368']"
7104,sky130_fd_sc_hd__mux2_2 U7392,"['A0', 'A1', 'S', 'X']","['n7591', '\\cpuregs[8][20]', 'n1924', 'n1927']"
7105,sky130_fd_sc_hd__buf_1 U7393,"['A', 'X']","['n1927', 'n1369']"
7106,sky130_fd_sc_hd__mux2_2 U7394,"['A0', 'A1', 'S', 'X']","['n7593', '\\cpuregs[8][21]', 'n1924', 'n1928']"
7107,sky130_fd_sc_hd__buf_1 U7395,"['A', 'X']","['n1928', 'n1370']"
7108,sky130_fd_sc_hd__mux2_2 U7396,"['A0', 'A1', 'S', 'X']","['n7595', '\\cpuregs[8][22]', 'n1924', 'n1929']"
7109,sky130_fd_sc_hd__buf_1 U7397,"['A', 'X']","['n1929', 'n1371']"
7110,sky130_fd_sc_hd__mux2_2 U7398,"['A0', 'A1', 'S', 'X']","['n7597', '\\cpuregs[8][23]', 'n1924', 'n1930']"
